venue_id,time_received,is_retail,delivery_duration
8a61c05,2006-10-20 09:50:01.897036,1,16.421835076637944
8a61b97,2008-02-16 12:45:25.859757,0,19.95724254260602
8a61c01,2000-10-30 00:51:39.319231,1,21.41757707081822
8a61bdd,2018-01-03 00:25:24.167372,1,16.309767469255988
8a61baa,2001-02-15 16:19:31.720787,0,23.64182413763546
8a61c22,2002-09-23 09:15:43.683909,0,26.59436833629573
8a61c26,2004-07-12 00:29:56.701797,0,22.26893201198112
8a61b8c,2017-01-25 03:16:07.938113,1,15.254358275808745
8a61bcc,2010-09-16 01:18:58.546713,0,19.26474425384964
8a61bdf,2006-01-22 04:19:22.880117,0,20.376939260104365
8a61c2a,2019-12-15 02:08:45.712156,1,19.65792986154518
8a61c18,2005-06-18 17:38:41.911881,0,20.928668115529238
8a61b7f,2007-05-11 12:31:29.673731,0,27.516560728007423
8a61baa,2000-01-26 16:33:09.182415,1,20.05245602918653
8a61c26,2003-08-11 13:09:16.783829,1,23.414645565325166
8a61c07,2018-04-10 13:55:32.519590,1,25.90729494444071
8a61b6d,2015-07-15 19:13:45.038794,1,31.553542641086423
8a61b9b,2019-11-04 20:50:50.693793,0,24.37485905978934
8a61bc2,2019-02-12 01:03:25.557027,0,17.09128682339475
8a61bdf,2012-11-26 15:24:35.576226,0,18.426885481790396
8a61bed,2009-07-09 07:25:48.599191,1,15.580911641691443
8a61bd2,2011-11-13 23:13:47.697850,0,21.252398812676343
8a61bb9,2008-02-09 01:19:54.660747,1,18.7906524039297
8a61bea,2010-02-16 13:24:12.197493,1,24.458942931247538
8a61b61,2015-01-07 08:56:21.163840,0,22.061578376371997
8a61b7f,2011-02-24 21:30:19.439579,1,23.011304226918487
8a61b81,2004-04-26 06:13:51.966243,1,21.690340267714358
8a61ba2,2003-12-26 21:16:53.945205,1,21.95610501776573
8a61bed,2003-07-18 10:29:04.357226,1,15.391989085227257
8a61bd4,2000-01-18 06:33:28.164434,0,28.55010813307133
8a61bf2,2001-11-06 20:49:35.017506,1,28.357727620534753
8a61b97,2010-09-02 06:17:12.108575,1,12.50519436787663
8a61bea,2019-09-21 05:04:34.382593,0,20.936264030934126
8a61b6d,2017-11-20 21:35:31.455298,0,23.186458688967395
8a61baa,2006-07-20 12:37:57.811943,0,26.518339967120497
8a61bdb,2008-02-16 02:08:22.961074,0,22.338188784363393
8a61bed,2010-09-03 04:20:37.781649,1,14.749204157588903
8a61b8a,2009-02-11 23:00:49.207973,1,18.273576370540408
8a61be3,2016-09-05 01:51:13.906935,0,22.414705212087636
8a61b7f,2004-05-29 01:26:06.133418,1,24.707286560625402
8a61bcc,2004-11-14 14:30:03.332160,0,19.54759772823342
8a61bb3,2001-04-13 13:39:44.993253,0,26.17768002155482
8a61c24,2016-06-25 07:51:13.655976,0,27.387639914796647
8a61c26,2013-02-24 16:30:02.380446,0,21.615793612305488
8a61baa,2007-02-09 00:10:51.030241,1,21.57169723726236
8a61bcf,2003-03-03 15:40:35.049339,1,21.30316951474482
8a61bfa,2020-11-02 20:59:48.779830,0,23.226880880450494
8a61bd9,2000-01-11 08:00:10.444141,0,20.946963175821786
8a61b68,2014-09-16 11:19:43.251298,0,16.861717355606853
8a61b75,2001-03-24 05:37:35.011206,1,15.927101193342194
8a61b61,2015-05-25 20:26:01.870416,0,25.353741470217546
8a61b81,2011-11-07 20:08:20.260787,0,23.20364268747731
8a61bdf,2006-03-19 18:41:27.026155,0,20.97732256802628
8a61b75,2000-07-02 13:02:01.877032,1,24.74419691021459
8a61be3,2009-09-07 15:11:31.181521,1,26.17283276202362
8a61c20,2016-07-21 01:53:40.944682,0,21.27387897025695
8a61b8e,2007-11-29 18:05:26.642918,0,20.991506998055044
8a61b93,2007-07-06 21:48:15.246217,1,22.05222635857886
8a61b7a,2007-11-28 11:21:28.190606,1,22.71791109543674
8a61c2a,2007-01-19 11:23:08.907787,1,19.92322188100055
8a61b99,2007-11-12 03:29:38.226844,1,18.219647618084508
8a61bbf,2014-09-12 10:47:59.530614,1,16.267574035111174
8a61baa,2018-02-28 05:50:53.440767,0,24.410900287832167
8a61bbd,2005-11-12 01:08:33.421441,1,17.01508185095567
8a61b68,2010-10-07 11:05:19.768382,0,23.256847400706285
8a61c36,2014-04-16 11:09:30.842381,0,18.327593046671392
8a61bb3,2015-05-05 21:00:27.574136,1,23.240062493790425
8a61baf,2003-03-11 12:24:21.298186,0,27.83916619619152
8a61b68,2003-03-14 12:31:41.990555,0,19.842240362505134
8a61bd9,2008-07-03 17:29:36.985002,1,15.89024479042382
8a61bb1,2010-07-07 16:20:26.536215,0,30.22064392571833
8a61b8a,2013-07-04 22:58:23.179842,0,24.182120172692464
8a61bdf,2020-06-19 05:30:29.533414,1,14.559227766899571
8a61bd9,2011-03-16 20:39:53.192846,0,25.562419394523808
8a61b78,2004-03-23 10:01:07.686676,0,23.761809624094504
8a61c18,2017-08-22 09:44:20.680008,0,19.021927483121964
8a61baa,2007-07-01 03:49:33.740205,0,23.58564519310301
8a61bc2,2019-11-21 05:29:18.372720,1,20.023320407885038
8a61be5,2017-05-12 15:27:55.731107,1,19.365674183821618
8a61ba2,2019-08-18 21:40:05.403053,0,27.36173855321957
8a61c07,2010-07-23 16:24:16.514062,1,22.91212764059063
8a61bb7,2005-08-04 09:01:35.595283,1,17.289432930991893
8a61bbf,2011-10-05 08:56:11.329495,0,24.43114634395425
8a61b81,2008-12-07 08:01:20.394022,0,25.249932684889615
8a61b75,2019-03-08 08:21:34.398428,0,21.421992717988747
8a61c05,2000-03-15 23:19:31.543084,0,25.977374129574006
8a61b72,2016-05-06 13:05:13.276194,0,24.433868075358923
8a61b6a,2010-12-28 04:26:46.856986,0,16.42654663481012
8a61c30,2018-09-15 16:57:55.106004,1,19.59842937553339
8a61c26,2001-03-02 06:11:40.473889,0,20.219307590943348
8a61bc3,2002-10-07 18:54:40.298163,0,16.45862359182949
8a61b9d,2014-07-19 23:25:01.075267,0,18.397965339452934
8a61c1a,2004-03-18 11:31:29.304526,0,19.168523434134435
8a61c03,2001-03-15 16:53:16.834952,0,21.26929573653938
8a61c2c,2006-10-27 03:11:30.938901,0,22.844643871117015
8a61bb9,2014-04-01 08:44:05.405056,1,13.68482810129173
8a61bdb,2000-04-18 22:35:25.871455,0,21.36696710843225
8a61be7,2020-10-27 08:52:48.510894,1,20.95707271023964
8a61c16,2004-02-07 00:10:36.226077,0,19.665368210765024
8a61c30,2000-07-24 04:39:41.634384,1,22.831965607289767
8a61c0d,2016-09-08 19:44:04.631476,1,25.55883483031343
8a61b7f,2005-07-24 10:03:58.756184,0,22.04931928770078
8a61c03,2018-05-29 15:40:44.795653,1,16.629882201644747
8a61b99,2018-11-14 07:12:31.091626,1,23.48435871497887
8a61beb,2017-08-20 22:38:48.059406,0,21.33048562958866
8a61c07,2005-10-06 16:27:12.914126,0,22.486212619412846
8a61bac,2009-08-02 17:56:37.206285,1,16.685308380450078
8a61bb9,2002-11-21 05:24:59.202373,0,22.851896664439185
8a61c0b,2012-09-22 13:48:08.990813,0,21.542192009486833
8a61c01,2014-04-30 23:52:15.822490,0,24.81574314409462
8a61c26,2015-09-19 21:52:16.883571,0,25.42615765190997
8a61c34,2009-09-21 07:24:07.056214,0,23.994589680115823
8a61c05,2014-12-14 16:26:14.374979,1,19.35576290706965
8a61beb,2003-02-16 21:39:56.098428,0,19.791262545297208
8a61c0d,2019-08-29 23:31:41.074574,0,27.472584878191327
8a61bd9,2015-01-04 11:03:21.164938,0,17.663107127175405
8a61be3,2009-11-09 15:36:10.374319,0,25.74168655906801
8a61bac,2012-10-28 18:38:38.621130,0,25.019320450735762
8a61c2e,2017-06-15 16:31:44.649729,1,21.13300183590487
8a61bac,2001-09-21 07:53:31.828867,1,21.27328727831266
8a61bd9,2004-07-14 17:30:44.426876,1,17.69573320588007
8a61bb7,2011-03-08 06:40:35.465827,0,20.44648240766859
8a61bdf,2005-09-03 05:34:15.195108,0,15.057084871479727
8a61bea,2009-06-17 06:41:07.173572,0,22.584497872561947
8a61b65,2014-10-27 01:42:56.387497,1,12.508622904969853
8a61baf,2020-02-12 17:32:34.586934,1,18.03281590823219
8a61c05,2019-02-22 10:50:59.301505,1,21.676537100233297
8a61b65,2011-08-13 16:54:42.233479,0,19.474365406102507
8a61bea,2019-05-20 14:31:42.059845,0,26.927628114431794
8a61b75,2003-09-18 15:56:07.608525,0,19.872501682644206
8a61b7a,2003-11-01 03:02:36.663837,0,24.07884802890191
8a61baf,2013-02-02 01:06:10.535381,0,21.116643862043684
8a61b9b,2011-12-19 10:29:07.985594,1,15.773955391393374
8a61b93,2000-02-16 03:02:56.749217,0,24.1535427967538
8a61c07,2004-03-19 13:15:12.420171,1,24.94099736201681
8a61c07,2015-11-04 03:44:17.170839,0,25.39599509393336
8a61bc2,2020-05-04 07:50:08.135746,0,23.302185633634938
8a61c2a,2012-09-14 00:31:41.439333,1,20.046187419028946
8a61bdf,2014-04-05 21:28:44.906743,0,17.22661605019114
8a61c10,2001-11-12 20:41:05.270990,0,24.535068734432173
8a61bac,2008-12-24 01:51:12.183451,1,20.273285235744325
8a61c07,2005-04-25 18:22:44.563079,1,18.77598595811609
8a61bc6,2016-06-23 01:26:08.232502,0,21.47244213714809
8a61b9b,2000-05-07 18:14:54.142775,1,14.471993404728586
8a61baf,2017-01-27 21:55:02.501617,1,24.640226530739362
8a61b9d,2013-10-22 10:33:47.222348,1,14.307469433218504
8a61c03,2020-01-07 19:18:26.350583,0,22.99890339673486
8a61be5,2015-03-27 07:59:22.353622,0,19.450387919109474
8a61c2c,2020-10-26 08:37:35.610842,0,24.82580126294419
8a61c24,2001-01-30 15:12:09.742379,0,29.102110474156348
8a61bcc,2005-01-28 07:59:03.515756,0,19.363559508679003
8a61c1c,2012-01-17 02:26:26.266795,1,15.34723083967771
8a61b75,2004-07-15 00:57:30.938643,0,20.887863184870398
8a61b75,2015-07-30 11:27:31.573733,1,15.265340313812342
8a61bfc,2006-01-31 23:22:48.689289,1,21.321947947989855
8a61bb3,2001-07-05 22:13:02.733025,0,26.501027416248974
8a61c07,2017-07-31 14:50:30.911512,1,20.86398724710336
8a61bb1,2020-04-11 17:15:52.028484,1,21.52701415638528
8a61b75,2014-09-14 23:58:54.289559,0,22.228053883620948
8a61c09,2009-06-16 22:40:55.231633,1,13.758363716115506
8a61c07,2006-01-19 02:33:41.310886,0,18.90488984446616
8a61be7,2015-04-03 02:49:36.036474,1,16.988039653145623
8a61c2c,2006-05-29 01:51:31.807207,0,26.28621178770257
8a61c16,2010-07-05 09:41:54.424177,0,22.491393105840874
8a61bb7,2010-01-25 03:53:34.536831,0,18.7548074829855
8a61c16,2003-02-15 08:42:27.075138,1,15.403476871374203
8a61c07,2019-07-24 12:16:07.622494,0,25.20073693366851
8a61b81,2012-03-20 04:03:05.565167,1,17.468607950070325
8a61b7a,2002-08-14 07:50:26.955606,0,23.825979561846918
8a61c1c,2008-10-13 08:36:51.438434,0,19.363758325532046
8a61bc2,2003-03-30 01:16:11.494771,1,20.362621915889218
8a61bfc,2001-03-15 02:28:38.071130,0,23.622112892951073
8a61c1c,2001-12-24 10:22:48.556212,1,13.825702461110913
8a61c01,2003-11-20 17:09:47.319403,1,21.245592670555496
8a61bdd,2004-12-22 04:18:27.181164,0,25.259044669176642
8a61bbf,2017-04-03 04:27:49.754887,1,19.373968865394794
8a61c18,2011-01-01 06:52:35.690970,0,21.959440603454112
8a61b97,2006-08-19 20:38:00.942246,0,20.17932653975303
8a61c1c,2019-02-23 21:59:27.669062,1,18.41356857509437
8a61b70,2011-10-21 18:42:38.541199,0,23.24082217883133
8a61c10,2019-09-27 18:02:22.363956,0,23.441260320637234
8a61b55,2000-08-18 00:35:58.670722,0,25.28436790939499
8a61bf2,2004-01-03 06:53:42.145073,0,22.82816171506861
8a61c32,2005-07-31 11:33:37.925842,0,21.922166311980853
8a61c32,2018-02-26 19:09:47.552547,0,25.163514233633755
8a61b91,2003-11-16 13:26:20.142861,1,20.154450180080953
8a61bd9,2013-10-29 12:33:45.883873,1,22.92804624239324
8a61c20,2002-06-13 13:10:01.408772,0,20.03601676917151
8a61bac,2020-08-25 09:22:30.544112,1,22.151439088949587
8a61c1a,2010-09-17 18:02:07.825739,0,20.03951516926219
8a61bdf,2000-10-19 10:15:03.457657,1,10.580091235647165
8a61b75,2004-07-23 22:15:08.878004,1,16.561731670734755
8a61c20,2011-05-29 03:15:04.632103,1,18.153345311965094
8a61baf,2000-12-28 07:54:15.274358,1,18.746070827040363
8a61b75,2008-09-13 15:22:54.099726,1,18.636111773043346
8a61c10,2006-10-15 20:47:38.517891,0,26.28902766196636
8a61c01,2012-01-09 11:47:44.972441,0,22.49201511155394
8a61c2c,2020-10-16 13:11:08.217366,1,24.430301510699998
8a61bac,2012-12-14 12:04:28.022790,1,22.002682190900096
8a61bcf,2012-08-21 02:22:35.256891,1,25.838084814493566
8a61c1e,2006-02-11 20:43:57.954824,1,18.51526803849085
8a61bf4,2005-08-22 18:41:07.961271,0,21.614297149575492
8a61bed,2010-05-11 08:36:24.584859,1,13.745219932885508
8a61bea,2007-08-07 13:04:56.303990,0,28.41954928582534
8a61b83,2006-07-10 05:34:35.472666,0,21.46724093000228
8a61c1c,2011-03-09 19:40:14.978812,1,17.57612197576563
8a61bfc,2010-02-05 09:16:51.103229,1,16.71382594845665
8a61bc3,2004-09-14 15:39:43.363585,0,19.183388822135502
8a61b6d,2013-09-16 03:08:48.619426,1,18.429379826709862
8a61bed,2010-01-05 09:54:16.663678,1,15.839279274937919
8a61bd2,2019-06-20 01:18:23.353048,1,19.439836416422327
8a61bd7,2002-06-24 22:52:00.927233,1,14.236631322308146
8a61b72,2000-03-31 20:58:40.904858,0,28.293576270769957
8a61b72,2014-02-10 05:47:09.585080,1,16.51908390604973
8a61b61,2012-03-21 01:13:34.462767,1,17.645606055119096
8a61c07,2014-09-18 15:21:07.793480,1,22.883599936497824
8a61baa,2016-12-15 09:39:56.632638,0,22.082617054075286
8a61ba6,2000-11-09 08:48:05.811376,1,16.274847218707553
8a61b78,2016-03-24 18:47:33.435582,0,27.9393619229072
8a61bac,2002-08-10 14:42:01.846925,1,18.063181171253106
8a61be7,2020-02-19 01:25:51.420281,1,16.132060308775795
8a61be5,2001-11-25 20:22:10.883376,0,21.27426208652689
8a61bb9,2013-10-20 19:10:08.752269,0,24.502522443977572
8a61be7,2010-04-16 05:51:57.693957,0,23.248544563089098
8a61b93,2017-02-12 20:51:02.883417,1,21.640765406791644
8a61bcc,2013-02-23 02:32:43.950859,1,16.53939641117841
8a61c05,2010-12-26 06:37:08.338523,1,25.67585000618318
8a61bbd,2015-04-06 11:28:20.155117,0,23.306641902015084
8a61bf9,2005-04-23 07:31:29.182093,0,18.7169504460867
8a61bd9,2009-01-29 07:07:45.379614,1,21.382600620570177
8a61bbd,2002-03-19 17:51:53.473649,1,20.714830769491154
8a61bed,2020-08-27 14:20:21.260737,1,12.405617276833988
8a61bcf,2000-04-06 23:16:11.287421,0,23.381210988264993
8a61bb9,2004-06-15 03:38:09.119814,0,21.401227413592636
8a61baa,2013-10-05 09:08:11.748406,0,23.689647887652498
8a61baf,2015-06-01 16:20:43.724138,1,18.212423906695694
8a61bb7,2012-03-21 05:38:05.813074,0,25.394637290918862
8a61baa,2016-01-09 16:51:48.119977,1,20.25721895054582
8a61b7a,2018-07-17 11:40:18.562488,1,19.35475393068535
8a61c1e,2000-12-15 04:03:42.414044,1,19.31925776837313
8a61bcc,2012-06-19 15:05:39.836371,1,24.273889168877474
8a61c36,2010-10-18 19:31:17.397624,1,18.906353967036726
8a61c1a,2008-03-24 23:15:02.448605,0,19.215887850936603
8a61c26,2014-06-06 03:44:51.917071,1,16.55863670969995
8a61ba6,2006-06-01 06:53:27.701949,1,13.920627736350433
8a61baa,2008-09-04 15:35:13.018983,1,18.88154424881572
8a61b9d,2018-09-13 00:48:29.178175,0,20.745295984707152
8a61bed,2020-01-22 22:48:52.367826,1,11.491358163960252
8a61bd4,2017-08-01 00:38:59.715992,0,25.748783838571825
8a61b68,2019-12-01 05:15:25.870772,0,22.23606123870559
8a61c2e,2011-11-19 19:57:33.368484,0,24.124073358056208
8a61ba6,2002-05-22 13:12:48.321189,1,24.168423736934837
8a61bdf,2009-02-25 19:56:24.881985,1,21.235388052015242
8a61bc2,2017-10-05 23:13:40.203650,0,23.135786382809265
8a61bf6,2008-03-31 05:30:41.792799,1,15.918570359610433
8a61bca,2013-05-28 07:13:37.649737,1,14.89284690783215
8a61c30,2012-07-25 07:35:02.532274,0,23.829893688847413
8a61bfc,2020-01-13 06:10:38.032035,0,25.222069540875214
8a61bdf,2011-12-24 23:46:04.558013,0,17.135960425486527
8a61baa,2015-07-02 16:38:36.624904,0,23.98629096728122
8a61be5,2019-01-19 12:19:54.415541,0,25.295408976707645
8a61bbd,2004-08-23 07:58:37.651499,1,17.10155963938096
8a61c01,2005-07-17 23:10:27.231384,1,21.040055568945853
8a61ba6,2016-03-30 09:06:04.803142,1,14.861746188962513
8a61c36,2015-01-29 10:25:49.844730,0,22.935518159941967
8a61b68,2003-06-16 20:12:05.965442,0,23.29320002829099
8a61bbd,2002-07-27 04:53:33.954882,1,17.681111324519637
8a61b9b,2016-06-20 04:20:38.940937,0,19.040882442537097
8a61bed,2003-09-26 19:46:34.026107,1,19.307778395442305
8a61c09,2004-12-25 18:13:00.468749,0,18.004906231429903
8a61c2c,2005-07-29 01:39:38.716399,1,22.652458873274384
8a61c26,2002-03-10 14:52:40.584490,1,23.682063156597174
8a61bd9,2005-07-10 13:13:05.287257,1,17.396385162548537
8a61c09,2011-07-04 15:23:33.326772,1,16.94521082705748
8a61c16,2006-05-15 13:46:05.542413,0,26.215395956779858
8a61bd9,2006-11-09 08:06:00.932510,0,22.28340961533732
8a61c34,2006-11-29 02:10:13.430832,0,24.740180549638183
8a61c0b,2012-05-15 19:37:08.487943,0,28.831124145049664
8a61c1c,2005-11-20 06:14:59.138194,1,13.236552877896672
8a61bff,2010-01-31 17:21:36.602975,0,21.51218916808067
8a61be7,2004-07-30 04:30:15.732569,0,20.360998009300733
8a61c24,2002-03-20 18:06:39.476665,1,21.207584571030033
8a61c26,2005-05-03 17:24:02.837550,0,22.126487040155975
8a61c05,2000-06-18 10:53:46.234406,1,21.172452723415272
8a61b6a,2018-08-03 10:45:10.873451,0,15.716513179573402
8a61b91,2011-01-23 12:17:08.469293,0,23.10710145025783
8a61c1c,2019-02-16 16:06:25.823071,1,20.132570142525182
8a61b81,2009-08-23 17:59:31.464843,1,17.01603775970078
8a61c07,2000-02-07 06:01:19.054248,1,22.758558708032947
8a61c07,2019-10-26 11:41:02.083819,0,21.150977280487147
8a61c13,2005-07-01 09:22:19.158157,1,18.561652330280065
8a61bac,2005-06-15 10:22:38.828623,0,23.14462538233808
8a61be7,2013-12-03 05:23:12.793484,0,26.740480070966854
8a61bfa,2016-07-10 22:31:08.552254,0,22.361871526898994
8a61b61,2020-11-19 11:16:19.149091,1,17.063430253234667
8a61c07,2004-11-27 20:10:27.548499,1,23.899048357745343
8a61bac,2002-02-27 22:59:47.053738,0,27.26250478284243
8a61bff,2013-07-26 15:46:13.322913,0,20.252664016385953
8a61b9b,2011-07-14 07:36:53.369180,0,17.95157757428951
8a61bac,2012-07-31 10:23:00.269874,0,24.604430705017162
8a61c36,2001-10-25 14:44:38.829267,0,20.6877385716957
8a61b70,2019-09-23 13:31:51.820758,0,24.928490042659615
8a61c0b,2008-06-07 18:12:34.825096,1,15.45686376033243
8a61c10,2015-09-11 01:53:37.456268,0,19.81673511357788
8a61be1,2018-02-04 09:59:16.671860,1,16.950908773085303
8a61bcc,2001-06-03 09:08:13.917084,1,17.606074133983235
8a61c05,2012-03-19 05:54:41.373822,1,23.767105478122314
8a61c0b,2013-12-26 20:07:07.339760,0,26.45835118285486
8a61c32,2006-04-28 04:08:15.369138,1,15.281187889999437
8a61b99,2013-03-02 05:11:06.069347,0,22.228764303849186
8a61bff,2020-12-07 17:22:40.373078,1,26.1277096494028
8a61c0d,2018-05-12 13:50:42.476926,1,23.34760566658963
8a61be5,2019-10-09 08:21:46.387906,1,17.298249564766444
8a61c01,2003-08-31 13:37:05.223416,0,24.79406292990287
8a61c1a,2019-12-17 14:46:04.197044,1,15.788090538412309
8a61c30,2016-04-16 16:10:20.845972,0,25.122560973839967
8a61c32,2007-12-13 14:54:42.219883,1,18.382812910219783
8a61ba6,2010-10-02 07:39:48.663876,1,22.05174472896132
8a61baf,2020-01-02 18:07:37.201552,0,21.851959800812196
8a61c07,2020-05-25 02:43:42.905196,1,22.68021575132695
8a61c18,2019-08-12 11:34:16.858626,0,16.699280644214515
8a61c24,2010-09-06 16:24:50.334257,1,23.212026781928312
8a61be5,2012-10-17 22:30:22.608130,0,23.00040641969341
8a61c20,2009-06-24 06:20:37.068219,0,22.416017432668095
8a61bf4,2006-06-26 08:16:17.387518,1,18.23869993727019
8a61c24,2007-09-09 17:12:34.638443,0,20.219513822315328
8a61bb1,2013-04-30 03:52:26.633486,1,19.962199064089948
8a61c26,2015-03-16 10:28:39.983280,1,20.797855922045127
8a61c24,2001-01-14 10:44:26.912923,1,22.59152172753566
8a61c07,2014-04-02 16:13:19.843744,0,18.29790285767026
8a61c24,2019-06-24 16:58:13.179101,1,26.42421467169218
8a61b9d,2013-04-26 20:02:21.944543,1,12.957913675340196
8a61c26,2005-08-01 07:48:15.086144,1,18.581665962307838
8a61c26,2012-12-29 20:58:31.669284,0,28.580687790117217
8a61bcf,2010-01-30 13:16:52.145103,0,24.447434926694058
8a61c1c,2002-05-02 19:35:17.681162,1,22.023767780922828
8a61c16,2011-01-10 04:56:42.721352,1,19.54934166414821
8a61bdd,2000-09-08 22:53:34.611639,1,21.533936994921554
8a61c12,2011-08-13 07:34:22.757820,0,21.787082708314266
8a61c0b,2001-04-13 01:27:51.680758,1,21.882991935331038
8a61c1c,2009-01-04 06:58:59.834106,1,15.576417580922962
8a61c2c,2017-03-19 16:37:41.063312,1,21.88971006869785
8a61bd7,2010-10-10 16:12:16.989998,1,16.642548523601544
8a61bed,2001-11-29 11:09:00.911128,0,17.53608467114851
8a61b55,2000-06-10 20:54:43.461274,0,27.904401002844324
8a61b78,2019-07-07 14:34:52.576094,0,23.30252468514824
8a61b61,2003-12-01 07:30:12.299574,1,16.608911462645565
8a61b8c,2001-02-25 04:37:45.809630,0,16.238977540151254
8a61b97,2016-07-21 00:08:51.259287,0,16.60623679834233
8a61bb1,2020-11-11 10:18:09.260476,1,19.688101093572143
8a61ba6,2013-11-15 22:19:47.099904,0,18.501522341367767
8a61ba9,2009-09-13 08:21:23.359816,1,18.594252755908578
8a61beb,2016-06-06 00:37:08.704222,1,17.59226972819909
8a61c07,2005-12-31 12:11:07.100207,0,27.527864350121856
8a61c36,2017-11-15 12:46:28.251127,0,22.02841182631855
8a61b75,2011-07-29 09:53:28.771025,1,15.074484498879912
8a61bd2,2016-11-15 12:35:22.855377,1,26.973281249240344
8a61c03,2005-01-03 22:57:13.125003,0,25.487720086741724
8a61b9b,2012-04-08 07:49:31.374713,0,17.3261276301864
8a61bdd,2005-11-08 04:13:22.402788,0,20.14609848975444
